,text,threat
3068,"I do wish to appeal against this block & I should like you to review carefully the sequence of events. None of this course of events was instigated by me - I have called an Administrator by 'phone (whom I know to explain the situation).

What you have just done would imply guilt on my part (& whilst I don't claim to be perfect) this scenario is categorically none of my making & my messages to their Talk pages were in response to receiving message alerts from them by way of that red light - Mabelina 0 Talk - popping up at the top which I thought should be replied to? This hardly seems reasonable to me but no doubt the protagonists are chuffed to bits (I've already had a message from  is the major cause of this ruction - I think User talk:Qexigator will provide you with a balanced view of the matter. Furthermore I guess you will have to decide whether you are with them or me - I have asked for an enquiry into their application of MOS which I trust will be forthcoming. Bottom line is that I add good info to Wiki whereas I am constantly harassed by a gang of about 3/4 people about MOS. Quality info (with incorrect MOS) or MOS at all costs - you decide. Please advise soonest. Many thanks User talk:Mabelina M",0
3069,"""

lol lack of Appeal option, this'll never get responded to. I don't see any """"dubious"""" or unconstructive edits to any articles. Could you point a few out so I can learn from my alleged mistakes? -   """,0
3070,"Sports Section  

That is kind of weird how the sports table is included in the law and government section. I would fix it but I don't know how to edit tables.",0
3071,"Support This describes a particular historical event, not all revolutions that took place in Batavia or were of a Batavian character.",0
3072,Oh nevermind. 140.247.141.165,0
3073,"""
I agree that that is a discussion that should happen. I would argue that are still a band as they have never officially split up. That being said, how long does a band have to be """"inactive"""" before the are a were? If you consider they haven't put any new music out in 15 years, does that count? That being said, even if we determine they """"are"""" a band, Roger Waters and Richard Wright should not be listed as members. (In my opinion only, of course)  """,0
3074,"""

I hope it's clarified. The ideas were connected in my head, but I did not mean to imply that you want PHG banned solely or even predominantly because of incivility. I agree that PHG needs to better accept criticism and learn a thing or two about reliable sourcing (hence my emphasis on OWN and RELIABLE), but I have yet to see the evidence (which isn't to say it doesn't exist) that he """"pour[s] bad information and fringe theories into Wikipedia"""". Also, to say that your main focus is not his incivility, while true, ignores the fact that it was brought up enough at ArbCom to generate a """"reprimand"""" and it has been brought up since at various talk pages as he re-invigorates old issues. And another thing, you must realise that he personally targets you because he feels personally targeted? I have tried to advise PHG to leave this whole topic area well alone for a while (~a year) until heads have utterly cooled. This won't work, however, if you follow him around tagging his articles, like the France-Japan one. Whatever the merits or value of that (I'm unsure either way yet), it demonstrates the need for a better and broader solution than the current ArbCom one. Frankly, I like your sourcing amendment, I'd even consider lessening the length of the ban if PHG were willing to comply with your amendation for the good of the project, since I think sourcing is the major issue here.   """,0
3075,"non-interaction 

As is my human right to choose those who I associate with and not associate with, you are hereby requested and required to limit your interactions with me to the only those issues ''directly' to article content.  You will no longer move my comments, comment on my comments to others, or otherwise impede my ability to communicate with others. Your bias and decorum have made this course of action the only possible, and in the future I advise you avoid getting yourself between with the interactions of other editors.  No reply or acknowledgement of this message is needed, only your adherence to it.   @",0
3076,Islam is racist it kills people that resist it. Like the Cybermen it is convert or die and if you resist instant death.,0
3077,". And your repeated implication that this is not already a quality article is both insulting and inflammatory, and no doubt fully intended to be so",0
3078,"Help needed 

Could you please take a look at the Nair article. Matthew Vannitas recently added that the meaning of the word Nair is dog (here). This is getting a bit too much to tolerate.",0
3079,"Sorry but I've tried asking why I was warned. All I got was a rude response, numeroues reversed edits even legit ones, another blocking warning. I provide genres for song without or erroneous ones. Some are sourced and some are not. But IndianBIO is reverting all my sourced edits and accuses me of cases such as vandalizing, soapboxing, and advertising. Technically, it's libel, and I can report you all for it.",0
